ActivitySiteID_april_may,ActivityDescription,BookingEndDateTime (Month / Day / Year),BookingStartTime_april_may,MaxBookees_april_may,Number Booked_april_may,Price (INR)_april_may,ActivitySiteID_june,BookingStartTime_june,MaxBookees_june,Number Booked_june,Price (INR)_june
,Pure Stretch 12.00-1.00pm,2018-06-14,,,,,SBP,12:00:00,0.1856925392115373,-0.21487842026366138,-1.094522171847594
,Step 6-7pm,2018-06-14,,,,,TSC,18:00:00,-1.1848169979780399,-0.32398563639753875,0.1953343935344796
,Step Zumba 6.00-7.00pm,2018-06-14,,,,,SBP,18:00:00,-0.14061925535740966,-0.6513072847991707,0.1953343935344796
,Strokeskill 19.15-20.15pm,2018-06-14,,,,,TSC,19:15:00,-1.3153417158056186,-0.9786289332008027,1.4851909589165533
,Studio Cyc 10.00-10.50am,2018-06-14,,,,,HXP,10:00:00,-0.33640633209877785,0.4397648765396026,0.1953343935344796
,Studio Cyc 5.00-5.50pm,2018-06-14,,,,,HXP,17:00:00,-0.33640633209877785,-0.6513072847991707,0.1953343935344796
,Studio Cyc 5.55-6.45pm,2018-06-14,,,,,HXP,17:55:00,-0.33640633209877785,0.11244322813797061,0.1953343935344796
,Studio Cyc 7.00-7.50pm,2018-06-14,,,,,HXP,19:00:00,-0.33640633209877785,0.0033360120040932784,0.1953343935344796
,Studio Cyc 8.00-8.50pm,2018-06-14,,,,,HXP,20:00:00,-0.33640633209877785,0.8761937410751119,0.1953343935344796
,Swim Fit-20.15-21.15pm,2018-06-14,,,,,TSC,20:15:00,-0.9237675623228824,-0.6513072847991707,-0.4495938891565572
,Tai-Chi  12 -1pm,2018-06-14,,,,,HXP,12:00:00,-0.4669310499263566,-0.9786289332008027,2.7750475242986266
,Yogalates 10.00-11.00am,2018-06-14,,,,,TSC,10:00:00,-0.532193408840146,-0.9786289332008027,1.4851909589165533
,Yogalates 11.00-12.00,2018-06-14,,,,,BRP,11:00:00,0.1856925392115373,-0.5422000686652934,1.4851909589165533
,Yogalates 7.00-8.00pm,2018-06-14,,,,,BRP,19:00:00,0.1856925392115373,1.8581586862800081,1.4851909589165533
,Zumba - 6-7pm,2018-06-14,,,,,TSC,18:00:00,1.1646279229183782,-0.32398563639753875,-0.7075652022329719
,Zumba Gold 1.45-2.45pm,2018-06-14,,,,,NBL,13:45:00,1.817251512056272,0.7670865249412346,0.1953343935344796
,20:20:20  9.30-10.30am,2018-06-15,,,,,BRP,9:30:00,0.1856925392115373,1.6399442540122533,-1.739450454538631
,Aqua Babies 9.30-10.00am,2018-06-15,,,,,SBP,9:30:00,-1.4458664336331974,-0.8695217170669254,-0.4495938891565572
,Aqua Fit 12.15 -13.15,2018-06-15,,,,,HXP,12:15:00,-0.4669310499263566,-0.10577120412978405,-1.094522171847594
,Aqua Tots & Babies 10.30-,2018-06-15,,,,,SBP,10:30:00,-1.4458664336331974,-0.7604145009330481,-0.4495938891565572
,Aqua Tots 10.00-10.30am,2018-06-15,,,,,SBP,10:00:00,-1.4458664336331974,-0.8695217170669254,-1.094522171847594
,Aqua Tots 9.00-9.30am,2018-06-15,,,,,SBP,9:00:00,-1.4458664336331974,-1.3059505816024346,-1.094522171847594
,Aqua Zumba  12.00-1.00pm,2018-06-15,,,,,TSC,12:00:00,-0.4669310499263566,-1.6332722300040667,0.1953343935344796
,Aquafit  7.00-8.00pm,2018-06-15,,,,,SBP,19:00:00,0.1856925392115373,1.4217298217444987,-1.094522171847594
,Aquafit 11.00-12.00 Noon,2018-06-15,,,,,BRP,11:00:00,0.1856925392115373,1.9672659024138854,-1.094522171847594
,Ballroom Dance 2.30-3.30,2018-06-15,,,,,SBP,14:30:00,0.1856925392115373,-0.43309285253141605,1.4851909589165533
,Bar Pilate 11.30-12.30pm,2018-06-15,,,,,TSC,11:30:00,-0.532193408840146,-0.8695217170669254,1.4851909589165533
,Body Balance 11-12pm,2018-06-15,,,,,SBP,11:00:00,0.1856925392115373,-0.10577120412978405,0.8402626762255164
,Body Combat 5-6pm,2018-06-15,,,,,BRP,17:00:00,0.1856925392115373,1.8581586862800081,-0.4495938891565572
,Body Con 1.45-2.30pm,2018-06-15,,,,,TSC,13:45:00,-0.532193408840146,-1.08773614933468,-0.7075652022329719
,Body Cond 10-11am,2018-06-15,,,,,SBP,10:00:00,0.1856925392115373,0.7670865249412346,-0.7075652022329719
,Body Cond 12.00 - 1.00pm,2018-06-15,,,,,HXP,12:00:00,-0.4669310499263566,0.11244322813797061,-0.7075652022329719
,Body Cond 12.45-1.45pm,2018-06-15,,,,,NBL,12:45:00,1.817251512056272,-0.7604145009330481,-0.7075652022329719
,Body Conditioning 10-11am,2018-06-15,,,,,TSC,10:00:00,-0.14061925535740966,-0.43309285253141605,-0.7075652022329719
,Fitnes Pilates2.30-3.15pm,2018-06-15,,,,,TSC,14:30:00,-0.532193408840146,-0.6513072847991707,1.4851909589165533
,H.I.T.T 6pm - 6.45pm,2018-06-15,,,,,BRP,18:00:00,0.1856925392115373,-0.43309285253141605,0.8402626762255164
,Jnr Gym Ind 3.30-5.00pm,2018-06-15,,,,,NBL,15:30:00,-1.9679653049435126,-1.6332722300040667,1.4851909589165533
,Junior Gym 4.00-5.00pm,2018-06-15,,,,,BRP,16:00:00,-1.4458664336331974,-1.4150577977363121,1.4851909589165533
,Junior Swimfit 7pm-8pm,2018-06-15,,,,,HXP,19:00:00,-1.8374405871159338,-1.5241650138701894,2.7750475242986266
,Legs Bums Tums 12.30-1.30,2018-06-15,,,,,BRP,12:30:00,0.1856925392115373,-0.43309285253141605,0.1953343935344796
,Line Dancing  11-12.30pm,2018-06-15,,,,,NBL,11:00:00,2.469875101194166,0.5488720926734799,-0.4495938891565572
,Line Dancing 1.30-2.30pm,2018-06-15,,,,,SBP,13:30:00,0.1856925392115373,-0.8695217170669254,-0.4495938891565572
,Pilates 10.00-11.00am,2018-06-15,,,,,NBL,10:00:00,1.817251512056272,0.5488720926734799,1.4851909589165533
,Pilates 9.30-10.30am,2018-06-15,,,,,TSC,9:30:00,-0.532193408840146,0.8761937410751119,1.4851909589165533
,Sh`Bam   6.30-7.30pm,2018-06-15,,,,,NBL,18:30:00,2.469875101194166,0.11244322813797061,-1.094522171847594
,Strokeskills 6pm - 7pm,2018-06-15,,,,,HXP,18:00:00,-1.4458664336331974,-0.6513072847991707,1.4851909589165533
,Strokeskills 7.15-8.15pm,2018-06-15,,,,,BRP,19:15:00,-1.4458664336331974,-1.4150577977363121,1.4851909589165533
,Studio Cyc 1.10 - 2.00pm,2018-06-15,,,,,HXP,13:10:00,-0.33640633209877785,0.5488720926734799,0.1953343935344796
,Studio Cyc 5.10-6.00pm,2018-06-15,,,,,HXP,17:10:00,-0.33640633209877785,1.2035153894767439,0.1953343935344796
,Studio Cyc 6.10-7.00pm,2018-06-15,,,,,HXP,18:10:00,-0.33640633209877785,0.33065766040572525,0.1953343935344796
,Swimfit 7pm - 8pm,2018-06-15,,,,,HXP,19:00:00,-1.1195546390642506,-0.43309285253141605,-0.4495938891565572
,Yoga 10.30-11.30am,2018-06-15,,,,,TSC,10:30:00,-0.532193408840146,0.6579793088073572,0.1953343935344796
,Yogalates 10.30am,2018-06-15,,,,,BRP,10:30:00,0.1856925392115373,0.4397648765396026,1.4851909589165533
,Aqua Tots 10 -10.30am,2018-06-16,,,,,BRP,10:00:00,-1.4458664336331974,-0.6513072847991707,-0.4495938891565572
,Barre Pilates   12-1pm,2018-06-16,,,,,NBL,12:00:00,1.817251512056272,-0.7604145009330481,1.4851909589165533
,Barre Pilates 8.30-9.30am,2018-06-16,,,,,TSC,8:30:00,-0.532193408840146,-0.21487842026366138,1.4851909589165533
,Body Balance 11.30-12.30,2018-06-16,,,,,SBP,11:30:00,-0.14061925535740966,0.11244322813797061,0.8402626762255164
,Body Combat 10-11am,2018-06-16,,,,,BRP,10:00:00,0.1856925392115373,1.3126226056106212,-0.4495938891565572
,Body Combat 10.30-11.30,2018-06-16,,,,,SBP,10:30:00,0.1856925392115373,1.530837037878376,-0.4495938891565572
,Body Con   11am -12noon,2018-06-16,,,,,HXP,11:00:00,-0.4669310499263566,-0.6513072847991707,-0.7075652022329719
,Body Con 9.00-10.00am,2018-06-16,,,,,BRP,9:00:00,0.1856925392115373,1.6399442540122533,-0.7075652022329719
,Body Cond 11-12,2018-06-16,,,,,BRP,11:00:00,0.1856925392115373,-0.10577120412978405,-0.7075652022329719
,Body Cond 9.30-10.15am,2018-06-16,,,,,TSC,9:30:00,-0.532193408840146,-0.8695217170669254,-0.7075652022329719
,Body Pump 9.00-10.00am,2018-06-16,,,,,NBL,9:00:00,1.817251512056272,0.11244322813797061,0.1953343935344796
,Hiit Circuit 9.30 - 10.30,2018-06-16,,,,,SBP,9:30:00,-0.4669310499263566,-0.32398563639753875,0.8402626762255164
,Jnr Gym Appoint 11-12,2018-06-16,,,,,HXP,11:00:00,-1.4458664336331974,-0.8695217170669254,1.4851909589165533
,Jun Induction 12.30,2018-06-16,,,,,SBP,12:30:00,-1.8374405871159338,-1.3059505816024346,0.1953343935344796
,M M A Cond 8.30-9.30am,2018-06-16,,,,,SBP,8:30:00,-0.7932428444953036,-0.9786289332008027,2.7750475242986266
,Sha`Bam  11.00-12.00pm,2018-06-16,,,,,NBL,11:00:00,2.469875101194166,-0.7604145009330481,-1.094522171847594
,Step Aerobics 10-11.00am,2018-06-16,,,,,NBL,10:00:00,1.817251512056272,-0.10577120412978405,0.1953343935344796
,Studio Cyc 8.00-8.50am,2018-06-16,,,,,HXP,8:00:00,-0.33640633209877785,0.9853009572089892,0.1953343935344796
,Studio Cyc 8.50-9.40am,2018-06-16,,,,,HXP,8:50:00,-0.33640633209877785,0.6579793088073572,0.1953343935344796
,Swimfit 7am-8am,2018-06-16,,,,,SBP,7:30:00,-0.20588161427119905,0.7670865249412346,-0.4495938891565572
,Zumba 10.00-10.50.Am,2018-06-16,,,,,HXP,10:00:00,-0.4669310499263566,0.6579793088073572,-0.7075652022329719
,Aqua Fit 4pm - 5pm,2018-06-17,,,,,HXP,16:00:00,-0.4669310499263566,-0.32398563639753875,-1.094522171847594
,Body Balan 11.30-12.30pm,2018-06-17,,,,,SBP,11:30:00,0.1856925392115373,-0.6513072847991707,0.8402626762255164
,Body Combat 9-10am,2018-06-17,,,,,BRP,9:00:00,0.1856925392115373,1.3126226056106212,-0.4495938891565572
,Body Combat 9.15-10.15am,2018-06-17,,,,,SBP,9:15:00,0.1856925392115373,1.8581586862800081,-0.4495938891565572
,Body Con   2.45pm-3.45pm,2018-06-17,,,,,HXP,14:45:00,-0.4669310499263566,-0.9786289332008027,-0.7075652022329719
,Body Con 10.30-11.30am,2018-06-17,,,,,SBP,10:30:00,0.5120043337804843,0.8761937410751119,-0.7075652022329719
,Body Cond 3.50pm - 4.50pm,2018-06-17,,,,,HXP,15:50:00,-0.4669310499263566,-1.3059505816024346,-0.7075652022329719
,Body Conditioning 10-11am,2018-06-17,,,,,TSC,10:00:00,-0.14061925535740966,0.33065766040572525,-0.7075652022329719
,Hatton Abc Box  10-11am,2018-06-17,,,,,BRP,10:00:00,-0.7932428444953036,-0.43309285253141605,0.1953343935344796
,Junior Gym 11.00-12.00,2018-06-17,,,,,BRP,11:00:00,-1.4458664336331974,-1.5241650138701894,1.4851909589165533
,Pure Stretch  11.00 12.00,2018-06-17,,,,,BRP,11:00:00,0.1856925392115373,0.5488720926734799,-1.094522171847594
,Studio Cyc 10.00 -10.50am,2018-06-17,,,,,HXP,10:00:00,-0.33640633209877785,0.7670865249412346,0.1953343935344796
,Studio Cyc 9.05 -9.55am,2018-06-17,,,,,HXP,9:00:00,-0.33640633209877785,1.0944081733428666,0.1953343935344796
,Zumba 9.30-10.30am,2018-06-17,,,,,NBL,9:30:00,1.817251512056272,1.9672659024138854,-0.7075652022329719
,Aerobics 6.00-7.00pm,2018-06-18,,,,,BRP,18:00:00,0.1856925392115373,1.6399442540122533,-1.3524934849240087
,Aqua Babies 12 -12.30am,2018-06-18,,,,,SBP,12:00:00,-1.4458664336331974,-0.6513072847991707,-0.4495938891565572
,Aqua Fit 11.15-12.00,2018-06-18,,,,,SBP,11:15:00,0.1856925392115373,2.076373118547763,-1.094522171847594
,Aqua Fit 12.15-13.00,2018-06-18,,,,,HXP,12:15:00,-0.4669310499263566,0.22155044427184795,-1.094522171847594
,Aquababies 10.00 -10.30am,2018-06-18,,,,,BRP,10:00:00,-1.4458664336331974,-0.9786289332008027,-0.4495938891565572
,Aquafit 11am - 12,2018-06-18,,,,,BRP,11:00:00,0.1856925392115373,1.9672659024138854,-1.094522171847594
,Aquafit 7.00-8.00pm,2018-06-18,,,,,SBP,19:00:00,0.1856925392115373,1.530837037878376,-1.094522171847594
,Aquatots 10.30-11am,2018-06-18,,,,,BRP,10:30:00,-1.4458664336331974,-1.08773614933468,-0.4495938891565572
,Aquatots 12.30- 13.00pm,2018-06-18,,,,,SBP,12:30:00,-1.4458664336331974,-1.3059505816024346,-1.094522171847594
,Better Living Team 2pm,2018-06-18,,,,,SBP,14:00:00,-0.4669310499263566,-0.7604145009330481,-0.4495938891565572
,Body Attack 10.00-11.00am,2018-06-18,,,,,BRP,10:00:00,0.1856925392115373,0.33065766040572525,0.1953343935344796
,Body Attack 5.00-6.00pm,2018-06-18,,,,,BRP,17:00:00,0.1856925392115373,1.9672659024138854,0.1953343935344796
,Body Balance 12.30-1.30pm,2018-06-18,,,,,SBP,12:30:00,0.1856925392115373,-0.7604145009330481,0.8402626762255164
,Body Combat   5.00-6.00pm,2018-06-18,,,,,SBP,17:00:00,0.1856925392115373,0.4397648765396026,-0.4495938891565572
,Body Combat 11.30-12.30pm,2018-06-18,,,,,SBP,11:30:00,0.1856925392115373,0.0033360120040932784,-0.4495938891565572
,Body Combat 6.45-7.45pm,2018-06-18,,,,,NBL,18:45:00,1.817251512056272,0.6579793088073572,-0.4495938891565572
,Body Combat 7.00-8.00am,2018-06-18,,,,,BRP,7:00:00,0.1856925392115373,-0.21487842026366138,-0.4495938891565572
,Body Combat 7.00-8.00pm,2018-06-18,,,,,BRP,19:00:00,0.1856925392115373,1.9672659024138854,-0.4495938891565572
,Body Combat 7.00-8.00pm,2018-06-18,,,,,SBP,19:00:00,0.5120043337804843,2.2945875508155176,-0.4495938891565572
,Body Con 09.30-10.30am,2018-06-18,,,,,TSC,9:30:00,-0.532193408840146,0.4397648765396026,-0.7075652022329719
,Body Con 10.30-11.30am,2018-06-18,,,,,SBP,10:30:00,0.1856925392115373,1.0944081733428666,-0.7075652022329719
,Body Cond  11-12noon,2018-06-18,,,,,BRP,11:00:00,0.1856925392115373,0.0033360120040932784,-0.7075652022329719
,Body Cond 7.30-8.30pm,2018-06-18,,,,,HXP,19:30:00,-0.4669310499263566,0.9853009572089892,-0.7075652022329719
,Body Cond 8.00-9.00pm,2018-06-18,,,,,BRP,20:00:00,0.1856925392115373,0.6579793088073572,-0.7075652022329719
,Body Conditioning 8-9pm,2018-06-18,,,,,SBP,20:00:00,0.1856925392115373,0.4397648765396026,-0.7075652022329719
,Body Pump  5.45-6.45pm,2018-06-18,,,,,NBL,17:45:00,1.817251512056272,1.530837037878376,0.1953343935344796
,Circuits 5.30-6.30pm,2018-06-18,,,,,TSC,17:30:00,1.1646279229183782,-0.8695217170669254,1.4851909589165533
,Circuits 8.00-9.00pm Edit,2018-06-18,,,,,NBL,20:00:00,1.817251512056272,0.11244322813797061,1.4851909589165533
,Gentle Keep Fit 11-12pm,2018-06-18,,,,,NBL,11:00:00,1.817251512056272,1.6399442540122533,-1.094522171847594
,H.I.I.T 9.30-10.30am,2018-06-18,,,,,SBP,9:30:00,0.1856925392115373,-0.32398563639753875,0.8402626762255164
,Jnr Gym Ind 3.30-4.00pm,2018-06-18,,,,,BRP,15:30:00,-1.9679653049435126,-1.6332722300040667,1.4851909589165533
,Junior Gym 4.00-5.00pm,2018-06-18,,,,,BRP,16:00:00,-1.4458664336331974,-1.6332722300040667,1.4851909589165533
,Leg Bum Tum 5.30-6.30pm,2018-06-18,,,,,TSC,17:30:00,-0.532193408840146,-0.8695217170669254,0.1953343935344796
,Pilates 12.15-1.15pm,2018-06-18,,,,,BRP,12:15:00,0.1856925392115373,0.7670865249412346,1.4851909589165533
,Pilates 13.45-14.45,2018-06-18,,,,,HXP,13:45:00,-0.4669310499263566,0.33065766040572525,1.4851909589165533
,Power Yoga 10.00-11.00am,2018-06-18,,,,,NBL,10:00:00,2.469875101194166,0.5488720926734799,0.8402626762255164
,Stretch 6pm -7pm,2018-06-18,,,,,SBP,18:00:00,0.1856925392115373,0.6579793088073572,-1.094522171847594
,Studio Cyc 11.30 - 12.20,2018-06-18,,,,,HXP,11:30:00,-0.33640633209877785,0.22155044427184795,0.1953343935344796
,Studio Cyc 12.30-1.20pm,2018-06-18,,,,,HXP,12:30:00,-0.33640633209877785,-0.10577120412978405,0.1953343935344796
,Studio Cyc 5.20-6.10pm,2018-06-18,,,,,HXP,17:20:00,-0.33640633209877785,0.5488720926734799,0.1953343935344796
,Studio Cyc 6.15-7.05pm,2018-06-18,,,,,HXP,18:15:00,-0.33640633209877785,0.33065766040572525,0.1953343935344796
,Studio Cyc 7.05-7.55am,2018-06-18,,,,,HXP,7:05:00,-0.33640633209877785,-0.10577120412978405,0.1953343935344796
,Swimfit 6.30 -7.30pm,2018-06-18,,,,,HXP,18:30:00,-1.1195546390642506,-0.6513072847991707,-0.4495938891565572
,Swimfit 6.30-7.30am,2018-06-18,,,,,HXP,6:30:00,-1.1195546390642506,-0.6513072847991707,-0.4495938891565572
,Tai Chi 2.00-3.00pm,2018-06-18,,,,,NBL,14:00:00,1.817251512056272,-0.10577120412978405,2.7750475242986266
,Tap Dancing 12-1.30pm,2018-06-18,,,,,NBL,12:00:00,1.817251512056272,-0.6513072847991707,0.1953343935344796
,Yoga 1.45-2.45pm,2018-06-18,,,,,TSC,13:45:00,-0.532193408840146,-1.08773614933468,0.1953343935344796
,Yoga 12.45-1.45pm,2018-06-18,,,,,TSC,12:45:00,-0.532193408840146,-0.43309285253141605,0.1953343935344796
,Yogalates 10.30-11.30am,2018-06-18,,,,,TSC,10:30:00,-0.532193408840146,-0.5422000686652934,1.4851909589165533
,Zumba  6.30-7.30pm,2018-06-18,,,,,TSC,18:30:00,-0.9237675623228824,-0.7604145009330481,-0.7075652022329719
,20-20-20 9.30-10.30am,2018-06-19,,,,,NBL,9:30:00,1.817251512056272,0.33065766040572525,-1.739450454538631
,20:20:20  10-11 Am,2018-06-19,,,,,BRP,10:00:00,0.1856925392115373,0.5488720926734799,-1.739450454538631
,45min Madness 9.15-10am,2018-06-19,,,,,SBP,9:15:00,0.1856925392115373,0.11244322813797061,-0.4495938891565572
,5.30-6.30pm Body Cond,2018-06-19,,,,,TSC,17:30:00,-0.532193408840146,-0.9786289332008027,-0.7075652022329719
,6.30-7.30pm Combat Aero,2018-06-19,,,,,TSC,18:30:00,-0.532193408840146,-0.6513072847991707,-0.4495938891565572
,Abs Blast 7.45-8.15am,2018-06-19,,,,,SBP,7:45:00,-0.7932428444953036,-1.6332722300040667,-1.094522171847594
,Aerobics,2018-06-19,,,,,BRP,19:30:00,0.1856925392115373,0.33065766040572525,-1.3524934849240087
,Aqua Fit 3.00-3.50pm,2018-06-19,,,,,SBP,15:00:00,0.1856925392115373,0.4397648765396026,-1.094522171847594
,Aquafit 3.00-3.45pm,2018-06-19,,,,,TSC,15:00:00,-0.4669310499263566,-1.6332722300040667,-1.094522171847594
,Aquafit 7.00-8.00pm,2018-06-19,,,,,BRP,19:00:00,0.1856925392115373,1.4217298217444987,-1.094522171847594
,Aquafit 7.00-8.00pm,2018-06-19,,,,,HXP,19:00:00,-0.7932428444953036,0.0033360120040932784,-1.094522171847594
,Aquafit 7.15-8.15pm,2018-06-19,,,,,TSC,19:15:00,-0.4669310499263566,-1.6332722300040667,-1.094522171847594
,Body Balance 11-12pm,2018-06-19,,,,,SBP,11:00:00,0.1856925392115373,-0.21487842026366138,0.8402626762255164
,Body Combat 7.00-8.00pm,2018-06-19,,,,,SBP,19:00:00,0.1856925392115373,1.530837037878376,-0.4495938891565572
,Body Cond 5.00-6.00pm,2018-06-19,,,,,SBP,17:00:00,0.1856925392115373,0.7670865249412346,-0.7075652022329719
,Body Cond 6.30-7.30pm,2018-06-19,,,,,NBL,18:30:00,1.817251512056272,0.33065766040572525,-0.7075652022329719
,Body Condition 10 -11am,2018-06-19,,,,,HXP,10:00:00,-0.4669310499263566,0.8761937410751119,-0.7075652022329719
,Body Conditioning,2018-06-19,,,,,BRP,18:30:00,0.1856925392115373,1.8581586862800081,-0.7075652022329719
,Bodycondition 12.30-13.30,2018-06-19,,,,,HXP,12:30:00,-0.4669310499263566,-0.21487842026366138,-0.7075652022329719
,Circuits 7 -7.45 Am,2018-06-19,,,,,SBP,7:00:00,-0.7932428444953036,-0.6513072847991707,1.4851909589165533
,Fitnes Pilate-11.00-12.00,2018-06-19,,,,,TSC,11:00:00,-0.532193408840146,0.4397648765396026,1.4851909589165533
,Gentle Keep Fit 2 -3.00pm,2018-06-19,,,,,TSC,14:00:00,-0.14061925535740966,-0.8695217170669254,-1.094522171847594
,Gentle Keep Fit 2-3pm,2018-06-19,,,,,HXP,14:00:00,-0.4669310499263566,-0.9786289332008027,-1.094522171847594
,Hatton A B C 6-7.00pm,2018-06-19,,,,,SBP,18:00:00,-0.14061925535740966,0.7670865249412346,0.1953343935344796
,Jnr Gym Appoint 4-5pm,2018-06-19,,,,,HXP,16:00:00,-1.4458664336331974,-1.3059505816024346,1.4851909589165533
,Jnr Gym Ind 3.30-4.00pm,2018-06-19,,,,,BRP,15:30:00,-1.9679653049435126,-1.6332722300040667,1.4851909589165533
,Legs Bums Tums 10-11am,2018-06-19,,,,,SBP,10:00:00,0.1856925392115373,-0.10577120412978405,0.1953343935344796
,Line Dance 10.45-11.45am,2018-06-19,,,,,NBL,10:45:00,2.469875101194166,3.9311957928236776,-0.4495938891565572
,Line Dance 11.45-12.45pm,2018-06-19,,,,,NBL,11:45:00,2.469875101194166,1.0944081733428666,-0.4495938891565572
,Nice & Easy 10.00-10.45am,2018-06-19,,,,,NBL,10:00:00,0.5120043337804843,0.22155044427184795,-1.094522171847594
,Pilates   9.00-10.00am,2018-06-19,,,,,HXP,9:00:00,-0.4669310499263566,0.5488720926734799,1.4851909589165533
,Pilates 1.45-2.45pm,2018-06-19,,,,,NBL,13:45:00,1.817251512056272,1.7490514701461308,1.4851909589165533
,Pilates 11.00-12.00 Noon,2018-06-19,,,,,BRP,11:00:00,0.1856925392115373,1.0944081733428666,1.4851909589165533
,Pilates 8.00pm-9.00pm,2018-06-19,,,,,SBP,20:00:00,0.1856925392115373,1.8581586862800081,1.4851909589165533
,Pump  8.15-9.15pm,2018-06-19,,,,,NBL,20:15:00,1.817251512056272,-0.32398563639753875,1.4851909589165533
,Sh`Bam  7.30-8.15pm,2018-06-19,,,,,NBL,19:30:00,2.469875101194166,0.7670865249412346,-1.094522171847594
,Step Aerobics 5.45-6.30pm,2018-06-19,,,,,NBL,17:45:00,1.817251512056272,0.11244322813797061,0.1953343935344796
,Step- 10.00-11.00am,2018-06-19,,,,,TSC,10:00:00,-0.7932428444953036,-0.43309285253141605,0.1953343935344796
,Stretch And Tone 12-1pm,2018-06-19,,,,,BRP,12:00:00,0.1856925392115373,-0.9786289332008027,-0.4495938891565572
,Studio Cyc 5.00-5.50pm,2018-06-19,,,,,HXP,17:00:00,-0.33640633209877785,1.0944081733428666,0.1953343935344796
,Studio Cyc 7.30-8.20pm,2018-06-19,,,,,HXP,19:30:00,-0.33640633209877785,0.11244322813797061,0.1953343935344796
,Studio Cycling 7.05 -7.55,2018-06-19,,,,,HXP,7:05:00,-0.33640633209877785,-0.7604145009330481,0.1953343935344796
,Swimfit 7am-8am,2018-06-19,,,,,BRP,7:00:00,-1.1195546390642506,-0.9786289332008027,-0.4495938891565572
,Yogalates 7.45-8.30pm,2018-06-19,,,,,TSC,19:30:00,-0.532193408840146,-0.6513072847991707,1.4851909589165533
,Zumba,2018-06-19,,,,,BRP,17:30:00,0.1856925392115373,0.4397648765396026,-0.7075652022329719
,Zumba 6.15-7.15pm,2018-06-19,,,,,HXP,18:15:00,-0.4669310499263566,0.8761937410751119,-0.7075652022329719
,Zumba Gold 12.45-1.45pm,2018-06-19,,,,,NBL,12:45:00,1.817251512056272,1.8581586862800081,0.1953343935344796
,20-20-20 7.00-8.00pm,2018-06-20,,,,,TSC,19:00:00,-0.532193408840146,-0.9786289332008027,-1.739450454538631
,20-20-20 9.30-10.30am,2018-06-20,,,,,SBP,9:30:00,0.1856925392115373,-0.21487842026366138,-1.739450454538631
,Aqua Fit 14.45pm,2018-06-20,,,,,BRP,14:30:00,0.1856925392115373,1.2035153894767439,-1.094522171847594
,Aqua Tots 11.00-11.30am,2018-06-20,,,,,BRP,11:00:00,-1.4458664336331974,-0.9786289332008027,-0.4495938891565572
,Aquababies 10.30-11.00am,2018-06-20,,,,,BRP,10:30:00,-1.4458664336331974,-1.4150577977363121,-0.4495938891565572
,Aquababies/tots 12-12.30,2018-06-20,,,,,SBP,12:00:00,-1.4458664336331974,-0.6513072847991707,-0.4495938891565572
,Aquafit 6.00-7.00pm,2018-06-20,,,,,SBP,18:00:00,0.1856925392115373,2.076373118547763,-1.094522171847594
,Aquatots/baby 11.30-12.00,2018-06-20,,,,,BRP,11:30:00,-1.4458664336331974,-1.5241650138701894,-0.4495938891565572
,B L T Antenatal Mums,2018-06-20,,,,,NBL,9:45:00,0.5120043337804843,-1.6332722300040667,-0.4495938891565572
,Bodsculp Aero 10.30-11.30,2018-06-20,,,,,BRP,10:30:00,0.1856925392115373,-0.9786289332008027,0.1953343935344796
,Body Attack 5.30 -6.30pm,2018-06-20,,,,,BRP,17:30:00,0.1856925392115373,1.8581586862800081,0.1953343935344796
,Body Balance 7pm-8pm,2018-06-20,,,,,SBP,19:00:00,0.1856925392115373,1.7490514701461308,0.8402626762255164
,Body Combat 5.00-6.00pm,2018-06-20,,,,,SBP,17:00:00,0.1856925392115373,1.4217298217444987,-0.4495938891565572
,Body Con 11.30am-12.30pm,2018-06-20,,,,,TSC,11:30:00,-0.532193408840146,-0.6513072847991707,-0.7075652022329719
,Body Con 4.30-5.30pm,2018-06-20,,,,,BRP,16:30:00,0.1856925392115373,0.4397648765396026,-0.7075652022329719
